method,dataset,site,horizon_steps,forecast_kind,mae,rmse,sum_absolute_error,sum_squared_error,points,origins
E0_daily_seasonal_persistence,MMSP_published_series,78,4,post,0.08125507831573486,0.1697397530078888,827.1766967773438,293.3019104003906,10180,2545
E0_daily_seasonal_persistence,MMSP_published_series,78,24,raw,0.08139115571975708,0.1698242723941803,4971.37158203125,1761.5643310546875,61080,2545
E0_daily_seasonal_persistence,MMSP_published_series,78,24,post,0.08139115571975708,0.1698242723941803,4971.37158203125,1761.5643310546875,61080,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,78,1,raw,0.06501901149749756,0.12564441561698914,165.473388671875,40.17668914794922,2545,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,78,1,post,0.06501901149749756,0.12564441561698914,165.473388671875,40.17668914794922,2545,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,78,4,raw,0.06501902639865875,0.12564441561698914,661.8936767578125,160.70677185058594,10180,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,78,4,post,0.06501902639865875,0.12564441561698914,661.8936767578125,160.70677185058594,10180,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,78,24,raw,0.0650496855378151,0.12566432356834412,3973.23486328125,964.5460815429688,61080,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,78,24,post,0.0650496855378151,0.12566432356834412,3973.23486328125,964.5460815429688,61080,2545
E1_original_chronos2,MMSP_published_series,78,1,raw,0.03755583614110947,0.07576828449964523,95.57960510253906,14.610419273376465,2545,2545
E1_original_chronos2,MMSP_published_series,78,1,post,0.037553343921899796,0.07576823234558105,95.57325744628906,14.61039924621582,2545,2545
E1_original_chronos2,MMSP_published_series,78,4,raw,0.049501046538352966,0.10042814910411835,503.920654296875,102.67357635498047,10180,2545
E1_original_chronos2,MMSP_published_series,78,4,post,0.049499765038490295,0.10042812675237656,503.9075927734375,102.67353820800781,10180,2545
E1_original_chronos2,MMSP_published_series,78,24,raw,0.06261487305164337,0.12895673513412476,3824.5166015625,1015.750732421875,61080,2545
E1_original_chronos2,MMSP_published_series,78,24,post,0.0626143217086792,0.12895673513412476,3824.48291015625,1015.7506103515625,61080,2545
E0_last_value,MMSP_published_series,80,1,raw,0.06015465408563614,0.10027826577425003,153.09359741210938,25.591835021972656,2545,2545
E0_last_value,MMSP_published_series,80,1,post,0.06015988439321518,0.10027819871902466,153.10690307617188,25.591800689697266,2545,2545
E0_last_value,MMSP_published_series,80,4,raw,0.12493851780891418,0.20474591851234436,1271.8741455078125,426.75469970703125,10180,2545
E0_last_value,MMSP_published_series,80,4,post,0.12494126707315445,0.20474372804164886,1271.902099609375,426.74554443359375,10180,2545
E0_last_value,MMSP_published_series,80,24,raw,0.23823167383670807,0.3364529609680176,14551.1904296875,6914.29296875,61080,2545
E0_last_value,MMSP_published_series,80,24,post,0.23822420835494995,0.3364447355270386,14550.734375,6913.95458984375,61080,2545
E0_daily_seasonal_persistence,MMSP_published_series,80,1,raw,0.07049200683832169,0.14523684978485107,179.40216064453125,53.683570861816406,2545,2545
E0_daily_seasonal_persistence,MMSP_published_series,80,1,post,0.0704815536737442,0.1452367603778839,179.37554931640625,53.683509826660156,2545,2545
E0_daily_seasonal_persistence,MMSP_published_series,80,4,raw,0.07049241662025452,0.14523683488368988,717.61279296875,214.73426818847656,10180,2545
E0_daily_seasonal_persistence,MMSP_published_series,80,4,post,0.0704815536737442,0.1452367603778839,717.502197265625,214.73403930664062,10180,2545
E0_daily_seasonal_persistence,MMSP_published_series,80,24,raw,0.0702749490737915,0.14504756033420563,4292.39404296875,1285.0496826171875,61080,2545
E0_daily_seasonal_persistence,MMSP_published_series,80,24,post,0.07026373594999313,0.14504748582839966,4291.708984375,1285.04833984375,61080,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,80,1,raw,0.05975109338760376,0.11613111197948456,152.0665283203125,34.322975158691406,2545,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,80,1,post,0.059740640223026276,0.11613108962774277,152.03993225097656,34.32296371459961,2545,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,80,4,raw,0.059751152992248535,0.11613111197948456,608.2667236328125,137.29190063476562,10180,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,80,4,post,0.05974063649773598,0.11613108962774277,608.15966796875,137.29185485839844,10180,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,80,24,raw,0.05972712114453316,0.11609844118356705,3648.132568359375,823.2880249023438,61080,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,80,24,post,0.05971655622124672,0.11609841883182526,3647.4873046875,823.2877807617188,61080,2545
E1_original_chronos2,MMSP_published_series,80,1,raw,0.03341688588261604,0.06794805079698563,85.04597473144531,11.750106811523438,2545,2545
E1_original_chronos2,MMSP_published_series,80,1,post,0.0333995446562767,0.06794790923595428,85.00183868408203,11.750057220458984,2545,2545
E1_original_chronos2,MMSP_published_series,80,4,raw,0.04443544149398804,0.09208593517541885,452.352783203125,86.3245620727539,10180,2545
E1_original_chronos2,MMSP_published_series,80,4,post,0.04442332312464714,0.09208586066961288,452.22943115234375,86.32441711425781,10180,2545
E1_original_chronos2,MMSP_published_series,80,24,raw,0.05653168633580208,0.11563598364591599,3452.955322265625,816.7422485351562,61080,2545
E1_original_chronos2,MMSP_published_series,80,24,post,0.05652663856744766,0.1156359612941742,3452.64697265625,816.7420043945312,61080,2545
E0_last_value,MMSP_published_series,84,1,raw,0.06090749055147171,0.10093851387500763,155.0095672607422,25.929946899414062,2545,2545
E0_last_value,MMSP_published_series,84,1,post,0.061606619507074356,0.10091472417116165,156.78884887695312,25.917724609375,2545,2545
E0_last_value,MMSP_published_series,84,4,raw,0.12943294644355774,0.21245023608207703,1317.6273193359375,459.475341796875,10180,2545
E0_last_value,MMSP_published_series,84,4,post,0.12988176941871643,0.21228820085525513,1322.1964111328125,458.77471923828125,10180,2545
E0_last_value,MMSP_published_series,84,24,raw,0.24908949434757233,0.35275232791900635,15214.38671875,7600.44091796875,61080,2545
E0_last_value,MMSP_published_series,84,24,post,0.24897193908691406,0.35224395990371704,15207.2060546875,7578.55078125,61080,2545
E0_daily_seasonal_persistence,MMSP_published_series,84,1,raw,0.07250441610813141,0.15182270109653473,184.52374267578125,58.66259002685547,2545,2545
E0_daily_seasonal_persistence,MMSP_published_series,84,1,post,0.07339607179164886,0.15182527899742126,186.79299926757812,58.664581298828125,2545,2545
E0_daily_seasonal_persistence,MMSP_published_series,84,4,raw,0.07250440865755081,0.15182270109653473,738.0949096679688,234.6503448486328,10180,2545
E0_daily_seasonal_persistence,MMSP_published_series,84,4,post,0.07339607179164886,0.15182527899742126,747.1719970703125,234.6583251953125,10180,2545
E0_daily_seasonal_persistence,MMSP_published_series,84,24,raw,0.07221636176109314,0.15151768922805786,4410.9755859375,1402.250732421875,61080,2545
E0_daily_seasonal_persistence,MMSP_published_series,84,24,post,0.0731070339679718,0.1515202671289444,4465.37744140625,1402.2984619140625,61080,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,84,1,raw,0.061903487890958786,0.12169983983039856,157.54437255859375,37.69361877441406,2545,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,84,1,post,0.0628139078617096,0.12170808017253876,159.86138916015625,37.6987190246582,2545,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,84,4,raw,0.061903487890958786,0.12169983983039856,630.177490234375,150.77447509765625,10180,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,84,4,post,0.0628139078617096,0.12170808762311935,639.4456176757812,150.79489135742188,10180,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,84,24,raw,0.06184491515159607,0.12160389125347137,3777.4873046875,903.220947265625,61080,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,84,24,post,0.06275459378957748,0.12161213159561157,3833.05078125,903.3433837890625,61080,2545
E1_original_chronos2,MMSP_published_series,84,1,raw,0.031334422528743744,0.06384573876857758,79.74610137939453,10.374129295349121,2545,2545
E1_original_chronos2,MMSP_published_series,84,1,post,0.031454671174287796,0.06384836882352829,80.05213928222656,10.374983787536621,2545,2545
E1_original_chronos2,MMSP_published_series,84,4,raw,0.04279201105237007,0.08808433264493942,435.6226806640625,78.98509216308594,10180,2545
E1_original_chronos2,MMSP_published_series,84,4,post,0.04289238527417183,0.08808591216802597,436.64447021484375,78.9879150390625,10180,2545
E1_original_chronos2,MMSP_published_series,84,24,raw,0.056659016758203506,0.11585711687803268,3460.732666015625,819.8690185546875,61080,2545
E1_original_chronos2,MMSP_published_series,84,24,post,0.05673689395189285,0.1158580631017685,3465.489501953125,819.8823852539062,61080,2545
E0_last_value,MMSP_published_series,85,1,raw,0.07088661938905716,0.13965854048728943,180.4064483642578,49.63896942138672,2545,2545
E0_last_value,MMSP_published_series,85,1,post,0.07124743610620499,0.139650359749794,181.32472229003906,49.633155822753906,2545,2545
E0_last_value,MMSP_published_series,85,4,raw,0.12720565497875214,0.22101065516471863,1294.95361328125,497.2493591308594,10180,2545
E0_last_value,MMSP_published_series,85,4,post,0.1274288296699524,0.22092978656291962,1297.2254638671875,496.885498046875,10180,2545
E0_last_value,MMSP_published_series,85,24,raw,0.2060331255197525,0.3182641267776489,12584.5029296875,6186.9189453125,61080,2545
E0_last_value,MMSP_published_series,85,24,post,0.20594388246536255,0.31800761818885803,12579.052734375,6176.9501953125,61080,2545
E0_daily_seasonal_persistence,MMSP_published_series,85,1,raw,0.09887168556451797,0.21017874777317047,251.62844848632812,112.42564392089844,2545,2545
E0_daily_seasonal_persistence,MMSP_published_series,85,1,post,0.09929171949625015,0.21016520261764526,252.69741821289062,112.4111557006836,2545,2545
E0_daily_seasonal_persistence,MMSP_published_series,85,4,raw,0.0988716185092926,0.21017874777317047,1006.5130615234375,449.7026062011719,10180,2545
E0_daily_seasonal_persistence,MMSP_published_series,85,4,post,0.09929178655147552,0.21016520261764526,1010.7904052734375,449.6446533203125,10180,2545
E0_daily_seasonal_persistence,MMSP_published_series,85,24,raw,0.09851749986410141,0.20957599580287933,6017.44873046875,2682.761962890625,61080,2545
E0_daily_seasonal_persistence,MMSP_published_series,85,24,post,0.09893723577260971,0.20956242084503174,6043.08642578125,2682.414306640625,61080,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,85,1,raw,0.08986028283834457,0.169427290558815,228.69442749023438,73.05577087402344,2545,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,85,1,post,0.09030578285455704,0.16942937672138214,229.82821655273438,73.05756378173828,2545,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,85,4,raw,0.0898602232336998,0.1694273054599762,914.7770385742188,292.2231140136719,10180,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,85,4,post,0.090305857360363,0.16942936182022095,919.3135986328125,292.230224609375,10180,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,85,24,raw,0.08979392051696777,0.16910777986049652,5484.61279296875,1746.7315673828125,61080,2545
E0_past_7_days_same_hour_mean,MMSP_published_series,85,24,post,0.09023913741111755,0.16910983622074127,5511.806640625,1746.7742919921875,61080,2545
E1_original_chronos2,MMSP_published_series,85,1,raw,0.04998720437288284,0.11925404518842697,127.21743774414062,36.19378662109375,2545,2545
E1_original_chronos2,MMSP_published_series,85,1,post,0.05006124824285507,0.11925453692674637,127.40587615966797,36.19408416748047,2545,2545
E1_original_chronos2,MMSP_published_series,85,4,raw,0.07086382806301117,0.15403799712657928,721.3937377929688,241.5480194091797,10180,2545
E1_original_chronos2,MMSP_published_series,85,4,post,0.07093873620033264,0.15403839945793152,722.1563720703125,241.5492706298828,10180,2545
E1_original_chronos2,MMSP_published_series,85,24,raw,0.08944211155176163,0.17884370684623718,5463.1240234375,1953.648193359375,61080,2545
E1_original_chronos2,MMSP_published_series,85,24,post,0.08949744701385498,0.17884142696857452,5466.50390625,1953.5982666015625,61080,2545
