method,dataset,site,horizon_steps,forecast_kind,mae,rmse,sum_absolute_error,sum_squared_error,points,origins
E0_past_7_days_same_hour_mean,MMSP_published_series,75,24,post,0.05903062969446182,0.11633709818124771,3605.5908203125,826.67626953125,61080,2545
E1_original_chronos2,MMSP_published_series,75,1,raw,0.027438730001449585,0.06002556160092354,69.8315658569336,9.169808387756348,2545,2545
E1_original_chronos2,MMSP_published_series,75,1,post,0.02743074670433998,0.060025498270988464,69.81124877929688,9.169788360595703,2545,2545
E1_original_chronos2,MMSP_published_series,75,4,raw,0.035233013331890106,0.0758148580789566,358.67205810546875,58.513545989990234,10180,2545
E1_original_chronos2,MMSP_published_series,75,4,post,0.03522820398211479,0.07581482827663422,358.62310791015625,58.51350402832031,10180,2545
E1_original_chronos2,MMSP_published_series,75,24,raw,0.04916217550635338,0.10425259917974472,3002.82568359375,663.8543701171875,61080,2545
E1_original_chronos2,MMSP_published_series,75,24,post,0.0491587296128273,0.10425258427858353,3002.615234375,663.8541870117188,61080,2545
E0_last_value,MMSP_published_series,78,1,raw,0.06575451791286469,0.11095872521400452,167.34524536132812,31.333629608154297,2545,2545
E0_last_value,MMSP_published_series,78,1,post,0.06575451791286469,0.11095872521400452,167.34524536132812,31.333629608154297,2545,2545
E0_last_value,MMSP_published_series,78,4,raw,0.13192836940288544,0.21713891625404358,1343.03076171875,479.97998046875,10180,2545
E0_last_value,MMSP_published_series,78,4,post,0.13192836940288544,0.21713891625404358,1343.03076171875,479.97998046875,10180,2545
E0_last_value,MMSP_published_series,78,24,raw,0.2509630620479584,0.35553503036499023,15328.8232421875,7720.8271484375,61080,2545
E0_last_value,MMSP_published_series,78,24,post,0.2509630620479584,0.35553503036499023,15328.8232421875,7720.8271484375,61080,2545
E0_daily_seasonal_persistence,MMSP_published_series,78,1,raw,0.08125510811805725,0.1697397381067276,206.79425048828125,73.32546997070312,2545,2545
E0_daily_seasonal_persistence,MMSP_published_series,78,1,post,0.08125510811805725,0.1697397381067276,206.79425048828125,73.32546997070312,2545,2545
E0_daily_seasonal_persistence,MMSP_published_series,78,4,raw,0.08125507831573486,0.1697397530078888,827.1766967773438,293.3019104003906,10180,2545
